H0,GW170817_NGC4993,GW170817_ESO508-24,GW190425_FRB20190425A,S240422ed_Mag24a
90.30303030303031,0.017800880545208363,0.019771510393666158,0.007485788740373665,0.01076242804076423
91.51515151515152,0.016752184268011967,0.020424222867496945,0.007093483462516602,0.010441297172064868
92.72727272727273,0.01573441735784188,0.020970600757391388,0.006724534272553439,0.010121662084413308
93.93939393939394,0.01475289104356947,0.021410765726200928,0.0063752686881324615,0.009804369479099715
95.15151515151516,0.01381150419667179,0.021746587125387157,0.006042896636364874,0.009490188022085847
96.36363636363636,0.012912941495432123,0.021972566580690765,0.005730630381861477,0.009179808097455229
97.57575757575758,0.012058858345846636,0.022051678995768282,0.005437269316180195,0.008873844782576346
98.7878787878788,0.011250050391926131,0.02203852640195508,0.005160003970967879,0.008572840463131082
100.0,0.010476417396464323,0.021940038139938625,0.004895763054213944,0.008277268137483583
101.21212121212122,0.009724622276764029,0.021763648016582635,0.004647580834280228,0.007987538507955071
102.42424242424242,0.009020550541344385,0.02151702570731743,0.004414446413240247,0.0077040018367585126
103.63636363636364,0.008362856259066135,0.021207806470599885,0.004195406849244563,0.007426951757233476
104.84848484848484,0.007749675762824856,0.02084372106100219,0.003986495381638737,0.007156629290881881
106.06060606060606,0.0071789709360961605,0.020432148803441023,0.0037893732500737867,0.006893225787888209
107.27272727272728,0.006648593316012356,0.019980219557362178,0.0036040959893487746,0.006636887758575494
108.48484848484848,0.006156337026178164,0.019494724239458663,0.003429899579491263,0.006387721744873493
109.6969696969697,0.005699980844471245,0.018981867882310245,0.0032660690636467996,0.006145796812940609
110.9090909090909,0.00527732187092439,0.018398371869694303,0.0031092006371180496,0.005911148032765086
112.12121212121212,0.004886201569847551,0.01779010512593768,0.0029607030812148125,0.005683779817356679
113.33333333333334,0.004524525553736039,0.017173364275989516,0.002820949854962052,0.005463668971507552
114.54545454545455,0.00419027810661646,0.016552548195351128,0.0026893754189424228,0.005250767068376416
115.75757575757576,0.003881532374493635,0.015931823365341338,0.0025654522989146085,0.005045004524513141
116.96969696969697,0.0035964570021199825,0.015314573171786168,0.0024485087881339343,0.0048462929755578215
118.18181818181819,0.003333319898817438,0.014703869667614621,0.002336045871619976,0.004654527338718863
119.39393939393939,0.003090062102892261,0.014102327463911575,0.0022300268212872973,0.004469588182897588
120.60606060606061,0.0028568565496932883,0.013512076376588984,0.0021300406904017468,0.004291343705716699
121.81818181818183,0.0026399439520525658,0.012935028817270251,0.0020357035249232106,0.004119651757785922
123.03030303030303,0.002440386961826806,0.012372621568076851,0.0019466575777862141,0.003954361402055283
124.24242424242425,0.0022567962568170374,0.011826084267361888,0.0018625694933117466,0.0037953142582345173
125.45454545454545,0.002087885133000213,0.01129630623057184,0.001781877436503615,0.0036423469063649374
126.66666666666667,0.001932464149584608,0.010783959081846033,0.0017049568124303746,0.0034952918517736206
127.87878787878788,0.001789435466760396,0.010289518288455392,0.001632247109033384,0.0033539784854850767
129.0909090909091,0.001657787112108192,0.009794693664725407,0.0015634871661990143,0.0032182342641279035
130.3030303030303,0.0015365872238394082,0.009312148343285944,0.001498433528069852,0.003087885585135615
131.5151515151515,0.0014249787765326324,0.008849876004201566,0.0014368591625509063,0.00296275866335803
132.72727272727275,0.0013221740385650257,0.008407696400507083,0.001378552311266074,0.0028426803369646907
133.93939393939394,0.0012274495970639179,0.00798523352087369,0.001322860874099054,0.0027274785547387157
135.15151515151516,0.0011401414985974692,0.007582096765951151,0.0012690378022895117,0.0026169829021099444
136.36363636363637,0.0010596406661487305,0.007197809627612806,0.001218020860736755,0.00251102540551463
137.57575757575756,0.00098538861674016,0.006831839610296094,0.0011696424726845192,0.002409440922430934
138.7878787878788,0.0009168733883686951,0.006483616960672877,0.0011237461514490687,0.0023120674312525603
140.0,0.000853625934677427,0.006152524859751696,0.0010801857026674557,0.0022187462017864376
